 ;AAA;Current boundaries as at ;    ;20130111                 ; ;                         ;    ;
V;FED;POWLETT PLAINS           ;3517;MURRAY                   ;N;                         ;    ;
V;FED;PRAHRAN                  ;3181;HIGGINS                  ;N;                         ;    ;
V;FED;PRAIRIE                  ;3572;MURRAY                   ;N;                         ;    ;
V;FED;PRANJIP                  ;3666;MURRAY                   ;N;                         ;    ;
V;FED;PRESTON                  ;3072;BATMAN                   ;N;                         ;    ;
V;FED;PRESTON SOUTH            ;3072;BATMAN                   ;Y;PRESTON                  ;3072;
V;FED;PRESTON WEST             ;3072;BATMAN                   ;Y;PRESTON                  ;3072;
V;FED;PRINCES HILL             ;3054;MELBOURNE                ;N;                         ;    ;
V;FED;PRINCETOWN               ;3269;WANNON                   ;N;                         ;    ;
V;FED;PUCKAPUNYAL              ;3662;MCEWEN                   ;N;                         ;    ;
V;FED;PURA PURA                ;3271;WANNON                   ;N;                         ;    ;
V;FED;PURDEET                  ;3289;WANNON                   ;N;                         ;    ;
V;FED;PURNIM                   ;3278;WANNON                   ;N;                         ;    ;
V;FED;PURNIM WEST              ;3278;WANNON                   ;N;                         ;    ;
V;FED;PYALONG                  ;3521;MCEWEN                   ;N;                         ;    ;
V;FED;PYRAMID HILL             ;3575;MURRAY                   ;N;                         ;    ;
V;FED;QUAMBATOOK               ;3540;MALLEE                   ;N;                         ;    ;
V;FED;QUANDONG                 ;3030;LALOR                    ;N;                         ;    ;
V;FED;QUANTONG                 ;3401;MALLEE                   ;N;                         ;    ;
V;FED;QUARRY HILL              ;3550;BENDIGO                  ;N;                         ;    ;
V;FED;QUEENSCLIFF              ;3225;CORANGAMITE              ;N;                         ;    ;
V;FED;QUEENSFERRY              ;3984;FLINDERS                 ;N;                         ;    ;
V;FED;RAGLAN                   ;3373;WANNON                   ;N;                         ;    ;
V;FED;RAINBOW                  ;3424;MALLEE                   ;N;                         ;    ;
V;FED;RANCEBY                  ;3951;MCMILLAN                 ;N;                         ;    ;
V;FED;RATHSCAR                 ;3465;WANNON                   ;N;                         ;    ;
V;FED;RATHSCAR WEST            ;3465;WANNON                   ;N;                         ;    ;
V;FED;RAVENHALL                ;3023;GORTON                   ;N;                         ;    ;
V;FED;RAVENSWOOD               ;3453;BENDIGO                  ;N;                         ;    ;
V;FED;RAVENSWOOD SOUTH         ;3453;BENDIGO                  ;N;                         ;    ;
V;FED;RAWSON                   ;3825;MCMILLAN                 ;N;                         ;    ;
V;FED;RAYMOND ISLAND           ;3880;GIPPSLAND                ;N;                         ;    ;
V;FED;RAYWOOD                  ;3570;BENDIGO                  ;N;                         ;    ;
V;FED;RAYWOOD                  ;3570;MURRAY                   ;N;                         ;    ;
V;FED;RED BLUFF                ;3695;INDI                     ;Y;TANGAMBALANGA            ;3691;
V;FED;RED CLIFFS               ;3496;MALLEE                   ;N;                         ;    ;
V;FED;RED HILL                 ;3937;FLINDERS                 ;N;                         ;    ;
V;FED;RED HILL SOUTH           ;3937;FLINDERS                 ;N;                         ;    ;
V;FED;RED LION                 ;3371;WANNON                   ;N;                         ;    ;
V;FED;REDAN                    ;3350;BALLARAT                 ;N;                         ;    ;
V;FED;REDBANK                  ;3477;MALLEE                   ;N;                         ;    ;
V;FED;REDBANK                  ;3477;WANNON                   ;N;                         ;    ;
V;FED;REDCASTLE                ;3523;BENDIGO                  ;N;                         ;    ;
V;FED;REDCASTLE                ;3523;MURRAY                   ;N;                         ;    ;
V;FED;REDESDALE                ;3444;BENDIGO                  ;N;                         ;    ;
V;FED;REEDY CREEK              ;3658;MCEWEN                   ;N;                         ;    ;
V;FED;REEDY DAM                ;3395;MALLEE                   ;N;                         ;    ;
V;FED;REEDY FLAT               ;3895;GIPPSLAND                ;N;                         ;    ;
V;FED;REEDY LAKE               ;3579;MALLEE                   ;N;                         ;    ;
V;FED;REEFTON                  ;3799;CASEY                    ;N;                         ;    ;
V;FED;REGENT                   ;3073;BATMAN                   ;Y;PRESTON                  ;3072;
V;FED;REGENT                   ;3073;BATMAN                   ;Y;RESERVOIR                ;3073;
V;FED;RESEARCH                 ;3095;JAGAJAGA                 ;N;                         ;    ;
V;FED;RESERVOIR                ;3073;BATMAN                   ;N;                         ;    ;
V;FED;REYNARD                  ;3858;GIPPSLAND                ;N;                         ;    ;
V;FED;RHEOLA                   ;3517;MURRAY                   ;N;                         ;    ;
V;FED;RHYLL                    ;3923;FLINDERS                 ;N;                         ;    ;
V;FED;RHYMNEY                  ;3377;WANNON                   ;N;                         ;    ;
V;FED;RHYMNEY REEF             ;3377;WANNON                   ;Y;RHYMNEY                  ;3377;
V;FED;RIACHELLA                ;3385;MALLEE                   ;N;                         ;    ;
V;FED;RICH AVON                ;3480;MALLEE                   ;N;                         ;    ;
V;FED;RICH AVON EAST           ;3480;MALLEE                   ;N;                         ;    ;
V;FED;RICH AVON WEST           ;3480;MALLEE                   ;N;                         ;    ;
V;FED;RICHMOND                 ;3121;MELBOURNE                ;N;                         ;    ;
V;FED;RICHMOND PLAINS          ;3518;MALLEE                   ;N;                         ;    ;
V;FED;RICHMOND PLAINS          ;3518;MURRAY                   ;N;                         ;    ;
V;FED;RIDDELLS CREEK           ;3431;MCEWEN                   ;N;                         ;    ;
V;FED;RIGGS CREEK              ;3666;MURRAY                   ;N;                         ;    ;
V;FED;RINGWOOD                 ;3134;DEAKIN                   ;N;                         ;    ;
V;FED;RINGWOOD EAST            ;3135;DEAKIN                   ;N;                         ;    ;
V;FED;RINGWOOD NORTH           ;3134;DEAKIN                   ;N;                         ;    ;
V;FED;RINGWOOD NORTH           ;3134;MENZIES                  ;N;                         ;    ;
V;FED;RIPPLEBROOK              ;3818;MCMILLAN                 ;N;                         ;    ;
V;FED;RIPPLESIDE               ;3215;CORIO                    ;N;                         ;    ;
V;FED;RIPPONHURST              ;3286;WANNON                   ;Y;MACARTHUR                ;3286;
V;FED;RIPPONLEA                ;3185;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;RIVERSDALE               ;3124;HIGGINS                  ;Y;CAMBERWELL               ;3124;
V;FED;RIVERSDALE               ;3124;KOOYONG                  ;Y;CAMBERWELL               ;3124;
V;FED;RIVERSIDE                ;3401;MALLEE                   ;N;                         ;    ;
V;FED;RIVERSLEA                ;3860;GIPPSLAND                ;N;                         ;    ;
V;FED;ROBERTSONS BEACH         ;3971;GIPPSLAND                ;N;                         ;    ;
V;FED;ROBINVALE                ;3549;MALLEE                   ;N;                         ;    ;
V;FED;ROCHESTER                ;3561;MURRAY                   ;N;                         ;    ;
V;FED;ROCHFORD                 ;3442;BENDIGO                  ;N;                         ;    ;
V;FED;ROCHFORD                 ;3442;MCEWEN                   ;N;                         ;    ;
V;FED;ROCKBANK                 ;3335;GORTON                   ;N;                         ;    ;
V;FED;ROCKLANDS                ;3401;WANNON                   ;N;                         ;    ;
V;FED;ROCKLYN                  ;3364;BALLARAT                 ;N;                         ;    ;
V;FED;ROCKY POINT              ;3377;WANNON                   ;N;                         ;    ;
V;FED;ROKEBY                   ;3821;MCMILLAN                 ;N;                         ;    ;
V;FED;ROKEWOOD                 ;3330;CORANGAMITE              ;N;                         ;    ;
V;FED;ROKEWOOD JUNCTION        ;3351;CORANGAMITE              ;N;                         ;    ;
V;FED;ROMSEY                   ;3434;MCEWEN                   ;N;                         ;    ;
V;FED;ROSANNA                  ;3084;JAGAJAGA                 ;N;                         ;    ;
V;FED;ROSE RIVER               ;3678;INDI                     ;N;                         ;    ;
V;FED;ROSEBERY                 ;3395;MALLEE                   ;N;                         ;    ;
V;FED;ROSEBROOK                ;3285;WANNON                   ;N;                         ;    ;
V;FED;ROSEBUD                  ;3939;FLINDERS                 ;N;                         ;    ;
V;FED;ROSEBUD SOUTH            ;3939;FLINDERS                 ;Y;ROSEBUD                  ;3939;
V;FED;ROSEBUD WEST             ;3940;FLINDERS                 ;N;                         ;    ;
V;FED;ROSEDALE                 ;3847;GIPPSLAND                ;N;                         ;    ;
V;FED;ROSES GAP                ;3385;MALLEE                   ;N;                         ;    ;
V;FED;ROSEWHITE                ;3737;INDI                     ;N;                         ;    ;
V;FED;ROSLYNMEAD               ;3564;MURRAY                   ;N;                         ;    ;
V;FED;ROSS CREEK               ;3351;BALLARAT                 ;N;                         ;    ;
V;FED;ROSS CREEK               ;3351;CORANGAMITE              ;N;                         ;    ;
V;FED;ROSSBRIDGE               ;3377;WANNON                   ;N;                         ;    ;
V;FED;ROSTRON                  ;3477;MALLEE                   ;N;                         ;    ;
V;FED;ROWSLEY                  ;3340;BALLARAT                 ;N;                         ;    ;
V;FED;ROWVILLE                 ;3178;ASTON                    ;N;                         ;    ;
V;FED;ROXBURGH PARK            ;3064;CALWELL                  ;N;                         ;    ;
V;FED;RUBICON                  ;3712;INDI                     ;N;                         ;    ;
V;FED;RUBY                     ;3953;MCMILLAN                 ;N;                         ;    ;
V;FED;RUFFY                    ;3666;INDI                     ;N;                         ;    ;
V;FED;RUFFY                    ;3666;MURRAY                   ;N;                         ;    ;
V;FED;RUNNING CREEK            ;3691;INDI                     ;N;                         ;    ;
V;FED;RUNNYMEDE                ;3558;MURRAY                   ;N;                         ;    ;
V;FED;RUPANYUP                 ;3388;MALLEE                   ;N;                         ;    ;
V;FED;RUSHWORTH                ;3612;MURRAY                   ;N;                         ;    ;
V;FED;RUSSELLS BRIDGE          ;3331;CORANGAMITE              ;N;                         ;    ;
V;FED;RUTHERGLEN               ;3685;INDI                     ;N;                         ;    ;
V;FED;RYANS                    ;3875;GIPPSLAND                ;N;                         ;    ;
V;FED;RYANSTON                 ;3992;FLINDERS                 ;N;                         ;    ;
V;FED;RYE                      ;3941;FLINDERS                 ;N;                         ;    ;
V;FED;RYTHDALE                 ;3810;MCMILLAN                 ;N;                         ;    ;
V;FED;SAFETY BEACH             ;3936;FLINDERS                 ;N;                         ;    ;
V;FED;SAILORS FALLS            ;3461;BALLARAT                 ;N;                         ;    ;
V;FED;SAILORS GULLY            ;3556;BENDIGO                  ;N;                         ;    ;
V;FED;SAILORS HILL             ;3461;BALLARAT                 ;N;                         ;    ;
V;FED;SALE                     ;3850;GIPPSLAND                ;N;                         ;    ;
V;FED;SALISBURY WEST           ;3517;MURRAY                   ;N;                         ;    ;
V;FED;SAMARIA                  ;3673;INDI                     ;N;                         ;    ;
V;FED;SAN REMO                 ;3925;FLINDERS                 ;N;                         ;    ;
V;FED;SANCTUARY LAKES          ;3030;LALOR                    ;Y;POINT COOK               ;3030;
V;FED;SANDFORD                 ;3312;WANNON                   ;N;                         ;    ;
V;FED;SANDHILL LAKE            ;3579;MALLEE                   ;N;                         ;    ;
V;FED;SANDHURST                ;3977;ISAACS                   ;N;                         ;    ;
V;FED;SANDON                   ;3462;BENDIGO                  ;N;                         ;    ;
V;FED;SANDRINGHAM              ;3191;GOLDSTEIN                ;N;                         ;    ;
V;FED;SANDSMERE                ;3419;MALLEE                   ;Y;KANIVA                   ;3419;
V;FED;SANDY CREEK              ;3695;INDI                     ;N;                         ;    ;
V;FED;SANDY POINT              ;3959;MCMILLAN                 ;N;                         ;    ;
V;FED;SARGOOD                  ;3858;GIPPSLAND                ;N;                         ;    ;
V;FED;SARSFIELD                ;3875;GIPPSLAND                ;N;                         ;    ;
V;FED;SASSAFRAS                ;3787;LA TROBE                 ;N;                         ;    ;
V;FED;SAWMILL SETTLEMENT       ;3723;INDI                     ;N;                         ;    ;
V;FED;SCARSDALE                ;3351;CORANGAMITE              ;N;                         ;    ;
V;FED;SCORESBY                 ;3179;ASTON                    ;N;                         ;    ;
V;FED;SCOTCHMANS LEAD          ;3352;BALLARAT                 ;N;                         ;    ;
V;FED;SCOTSBURN                ;3352;BALLARAT                 ;N;                         ;    ;
V;FED;SCOTTS CREEK             ;3267;WANNON                   ;N;                         ;    ;
V;FED;SEA LAKE                 ;3533;MALLEE                   ;N;                         ;    ;
V;FED;SEABROOK                 ;3028;LALOR                    ;N;                         ;    ;
V;FED;SEACOMBE                 ;3851;GIPPSLAND                ;N;                         ;    ;
V;FED;SEAFORD                  ;3198;DUNKLEY                  ;N;                         ;    ;
V;FED;SEAHOLME                 ;3018;GELLIBRAND               ;N;                         ;    ;
V;FED;SEASPRAY                 ;3851;GIPPSLAND                ;N;                         ;    ;
V;FED;SEATON                   ;3858;GIPPSLAND                ;N;                         ;    ;
V;FED;SEAVIEW                  ;3821;MCMILLAN                 ;N;                         ;    ;
V;FED;SEBASTIAN                ;3556;BENDIGO                  ;N;                         ;    ;
V;FED;SEBASTIAN                ;3556;MURRAY                   ;N;                         ;    ;
V;FED;SEBASTOPOL               ;3356;BALLARAT                 ;N;                         ;    ;
V;FED;SEDDON                   ;3011;GELLIBRAND               ;N;                         ;    ;
V;FED;SEDGWICK                 ;3551;BENDIGO                  ;N;                         ;    ;
V;FED;SELBY                    ;3159;LA TROBE                 ;N;                         ;    ;
V;FED;SEPARATION CREEK         ;3234;CORANGAMITE              ;N;                         ;    ;
V;FED;SERPENTINE               ;3517;MURRAY                   ;N;                         ;    ;
V;FED;SERVICETON               ;3420;MALLEE                   ;N;                         ;    ;
V;FED;SEVILLE                  ;3139;CASEY                    ;N;                         ;    ;
V;FED;SEVILLE EAST             ;3139;CASEY                    ;N;                         ;    ;
V;FED;SEYMOUR                  ;3660;MCEWEN                   ;N;                         ;    ;
V;FED;SHADY CREEK              ;3821;MCMILLAN                 ;N;                         ;    ;
V;FED;SHANNONVALE              ;3898;GIPPSLAND                ;N;                         ;    ;
V;FED;SHAYS FLAT               ;3377;MALLEE                   ;N;                         ;    ;
V;FED;SHAYS FLAT               ;3377;WANNON                   ;N;                         ;    ;
V;FED;SHE OAKS                 ;3331;CORANGAMITE              ;N;                         ;    ;
V;FED;SHEANS CREEK             ;3666;MURRAY                   ;N;                         ;    ;
V;FED;SHEEP HILLS              ;3392;MALLEE                   ;N;                         ;    ;
V;FED;SHELBOURNE               ;3515;BENDIGO                  ;N;                         ;    ;
V;FED;SHELFORD                 ;3329;CORANGAMITE              ;N;                         ;    ;
V;FED;SHELLEY                  ;3701;INDI                     ;N;                         ;    ;
V;FED;SHEPHERDS FLAT           ;3461;BALLARAT                 ;N;                         ;    ;
V;FED;SHEPPARTON               ;3630;MURRAY                   ;N;                         ;    ;
V;FED;SHEPPARTON EAST          ;3631;MURRAY                   ;N;                         ;    ;
V;FED;SHEPPARTON NORTH         ;3631;MURRAY                   ;N;                         ;    ;
V;FED;SHERBROOKE               ;3789;CASEY                    ;N;                         ;    ;
V;FED;SHERBROOKE               ;3789;LA TROBE                 ;N;                         ;    ;
V;FED;SHIRLEY                  ;3373;WANNON                   ;Y;RAGLAN                   ;3373;
V;FED;SHOREHAM                 ;3916;FLINDERS                 ;N;                         ;    ;
V;FED;SIDONIA                  ;3444;BENDIGO                  ;N;                         ;    ;
V;FED;SILVAN                   ;3795;CASEY                    ;N;                         ;    ;
V;FED;SILVER CREEK             ;3747;INDI                     ;Y;BEECHWORTH               ;3747;
V;FED;SILVERLEAVES             ;3922;FLINDERS                 ;N;                         ;    ;
V;FED;SIMPSON                  ;3266;CORANGAMITE              ;N;                         ;    ;
V;FED;SIMPSON                  ;3266;WANNON                   ;N;                         ;    ;
V;FED;SIMPSONS CREEK           ;3888;GIPPSLAND                ;N;                         ;    ;
V;FED;SIMSON                   ;3465;WANNON                   ;N;                         ;    ;
V;FED;SKENES CREEK             ;3233;CORANGAMITE              ;N;                         ;    ;
V;FED;SKENES CREEK NORTH       ;3233;CORANGAMITE              ;N;                         ;    ;
V;FED;SKIBO                    ;3260;WANNON                   ;N;                         ;    ;
V;FED;SKINNERS FLAT            ;3518;MURRAY                   ;N;                         ;    ;
V;FED;SKIPTON                  ;3361;WANNON                   ;N;                         ;    ;
V;FED;SKYE                     ;3977;DUNKLEY                  ;N;                         ;    ;
V;FED;SKYE                     ;3977;ISAACS                   ;N;                         ;    ;
V;FED;SLATY CREEK              ;3477;MALLEE                   ;N;                         ;    ;
V;FED;SMEATON                  ;3364;BALLARAT                 ;N;                         ;    ;
V;FED;SMITHS BEACH             ;3922;FLINDERS                 ;N;                         ;    ;
V;FED;SMITHS GULLY             ;3760;MCEWEN                   ;N;                         ;    ;
V;FED;SMOKEYTOWN               ;3364;BALLARAT                 ;N;                         ;    ;
V;FED;SMOKO                    ;3741;INDI                     ;N;                         ;    ;
V;FED;SMYTHES CREEK            ;3351;BALLARAT                 ;N;                         ;    ;
V;FED;SMYTHESDALE              ;3351;BALLARAT                 ;N;                         ;    ;
V;FED;SMYTHESDALE              ;3351;CORANGAMITE              ;N;                         ;    ;
V;FED;SMYTHESDALE              ;3351;WANNON                   ;N;                         ;    ;
V;FED;SNAKE VALLEY             ;3351;WANNON                   ;N;                         ;    ;
V;FED;SOLDIERS HILL            ;3350;BALLARAT                 ;N;                         ;    ;
V;FED;SOMERS                   ;3927;FLINDERS                 ;N;                         ;    ;
V;FED;SOMERTON                 ;3062;CALWELL                  ;N;                         ;    ;
V;FED;SOMERVILLE               ;3912;FLINDERS                 ;N;                         ;    ;
V;FED;SORRENTO                 ;3943;FLINDERS                 ;N;                         ;    ;
V;FED;SOUTH CROYDON            ;3136;CASEY                    ;Y;CROYDON SOUTH            ;3136;
V;FED;SOUTH CROYDON            ;3136;DEAKIN                   ;Y;CROYDON SOUTH            ;3136;
V;FED;SOUTH DUDLEY             ;3995;MCMILLAN                 ;N;                         ;    ;
V;FED;SOUTH GEELONG            ;3220;CORIO                    ;N;                         ;    ;
V;FED;SOUTH KILSYTH            ;3137;CASEY                    ;Y;KILSYTH SOUTH            ;3137;
V;FED;SOUTH KINGSVILLE         ;3015;GELLIBRAND               ;N;                         ;    ;
V;FED;SOUTH MELBOURNE          ;3205;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;SOUTH MORANG             ;3752;MCEWEN                   ;N;                         ;    ;
V;FED;SOUTH MORANG             ;3752;SCULLIN                  ;N;                         ;    ;
V;FED;SOUTH OAKLEIGH           ;3167;CHISHOLM                 ;Y;OAKLEIGH SOUTH           ;3167;
V;FED;SOUTH OAKLEIGH           ;3167;HOTHAM                   ;Y;OAKLEIGH SOUTH           ;3167;
V;FED;SOUTH PURRUMBETE         ;3260;WANNON                   ;N;                         ;    ;
V;FED;SOUTH VERMONT            ;3133;DEAKIN                   ;Y;VERMONT SOUTH            ;3133;
V;FED;SOUTH WARRANDYTE         ;3134;MENZIES                  ;Y;WARRANDYTE SOUTH         ;3134;
V;FED;SOUTH WHARF              ;3006;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;SOUTH YARRA              ;3141;HIGGINS                  ;N;                         ;    ;
V;FED;SOUTH YARRA              ;3141;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;SOUTHBANK                ;3006;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;SOUTHERN CROSS           ;3283;WANNON                   ;N;                         ;    ;
V;FED;SPARGO CREEK             ;3461;BALLARAT                 ;N;                         ;    ;
V;FED;SPEED                    ;3488;MALLEE                   ;N;                         ;    ;
V;FED;SPEEWA                   ;3585;MALLEE                   ;N;                         ;    ;
V;FED;SPOTSWOOD                ;3015;GELLIBRAND               ;N;                         ;    ;
V;FED;SPRING GULLY             ;3451;BENDIGO                  ;N;                         ;    ;
V;FED;SPRING GULLY             ;3550;BENDIGO                  ;N;                         ;    ;
V;FED;SPRING HILL              ;3444;BALLARAT                 ;N;                         ;    ;
V;FED;SPRING HILL              ;3444;BENDIGO                  ;N;                         ;    ;
V;FED;SPRINGBANK               ;3352;BALLARAT                 ;N;                         ;    ;
V;FED;SPRINGDALLAH             ;3351;CORANGAMITE              ;N;                         ;    ;
V;FED;SPRINGFIELD              ;3434;MCEWEN                   ;N;                         ;    ;
V;FED;SPRINGFIELD              ;3544;MALLEE                   ;N;                         ;    ;
V;FED;SPRINGHURST              ;3682;INDI                     ;N;                         ;    ;
V;FED;SPRINGMOUNT              ;3364;BALLARAT                 ;N;                         ;    ;
V;FED;SPRINGVALE               ;3171;BRUCE                    ;N;                         ;    ;
V;FED;SPRINGVALE               ;3171;HOTHAM                   ;N;                         ;    ;
V;FED;SPRINGVALE SOUTH         ;3172;HOTHAM                   ;N;                         ;    ;
V;FED;ST ALBANS                ;3021;MARIBYRNONG              ;N;                         ;    ;
V;FED;ST ALBANS PARK           ;3219;CORIO                    ;N;                         ;    ;
V;FED;ST ANDREWS               ;3761;MCEWEN                   ;N;                         ;    ;
V;FED;ST ANDREWS BEACH         ;3941;FLINDERS                 ;N;                         ;    ;
V;FED;ST ARNAUD                ;3478;MALLEE                   ;N;                         ;    ;
V;FED;ST ARNAUD EAST           ;3477;MALLEE                   ;N;                         ;    ;
V;FED;ST ARNAUD NORTH          ;3477;MALLEE                   ;N;                         ;    ;
V;FED;ST CLAIR                 ;3995;MCMILLAN                 ;N;                         ;    ;
V;FED;ST GERMAINS              ;3620;MURRAY                   ;N;                         ;    ;
V;FED;ST HELENA                ;3088;JAGAJAGA                 ;N;                         ;    ;
V;FED;ST HELENS                ;3285;WANNON                   ;N;                         ;    ;
V;FED;ST HELENS PLAINS         ;3401;MALLEE                   ;N;                         ;    ;
V;FED;ST JAMES                 ;3727;INDI                     ;N;                         ;    ;
V;FED;ST KILDA                 ;3182;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;ST KILDA EAST            ;3183;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;ST KILDA WEST            ;3182;MELBOURNE PORTS          ;N;                         ;    ;
V;FED;ST LEONARDS              ;3223;CORIO                    ;N;                         ;    ;
V;FED;STACEYS BRIDGE           ;3971;GIPPSLAND                ;N;                         ;    ;
V;FED;STAFFORDSHIRE REEF       ;3351;CORANGAMITE              ;N;                         ;    ;
V;FED;STAGHORN FLAT            ;3691;INDI                     ;N;                         ;    ;
V;FED;STANHOPE                 ;3623;MURRAY                   ;N;                         ;    ;
V;FED;STANHOPE SOUTH           ;3623;MURRAY                   ;N;                         ;    ;
V;FED;STANLEY                  ;3747;INDI                     ;N;                         ;    ;
V;FED;STAUGHTON VALE           ;3340;CORIO                    ;N;                         ;    ;
V;FED;STAVELY                  ;3379;WANNON                   ;N;                         ;    ;
V;FED;STAWELL                  ;3380;MALLEE                   ;N;                         ;    ;
V;FED;STEELS CREEK             ;3775;CASEY                    ;N;                         ;    ;
V;FED;STEIGLITZ                ;3331;CORANGAMITE              ;N;                         ;    ;
V;FED;STEWARTON                ;3725;INDI                     ;N;                         ;    ;
V;FED;STEWARTON                ;3725;MURRAY                   ;N;                         ;    ;
V;FED;STIRLING                 ;3893;GIPPSLAND                ;N;                         ;    ;
V;FED;STOCKDALE                ;3862;GIPPSLAND                ;N;                         ;    ;
V;FED;STOCKSVILLE              ;3147;HIGGINS                  ;Y;ASHBURTON                ;3147;
V;FED;STOCKYARD HILL           ;3373;WANNON                   ;N;                         ;    ;
V;FED;STONEHAVEN               ;3218;CORANGAMITE              ;N;                         ;    ;
V;FED;STONELEIGH               ;3373;WANNON                   ;N;                         ;    ;
V;FED;STONY CREEK              ;3371;WANNON                   ;N;                         ;    ;
V;FED;STONY CREEK              ;3957;MCMILLAN                 ;N;                         ;    ;
V;FED;STONY POINT              ;3919;FLINDERS                 ;Y;CRIB POINT               ;3919;
V;FED;STONYFORD                ;3260;CORANGAMITE              ;N;                         ;    ;
V;FED;STONYFORD                ;3260;WANNON                   ;N;                         ;    ;
V;FED;STRADBROKE               ;3851;GIPPSLAND                ;N;                         ;    ;
V;FED;STRANGWAYS               ;3461;BALLARAT                 ;N;                         ;    ;
V;FED;STRANGWAYS               ;3461;BENDIGO                  ;N;                         ;    ;
V;FED;STRATEN                  ;3533;MALLEE                   ;N;                         ;    ;
V;FED;STRATFORD                ;3862;GIPPSLAND                ;N;                         ;    ;
V;FED;STRATH CREEK             ;3658;INDI                     ;N;                         ;    ;
V;FED;STRATHALLAN              ;3622;MURRAY                   ;N;                         ;    ;
V;FED;STRATHBOGIE              ;3666;MURRAY                   ;N;                         ;    ;
V;FED;STRATHDALE               ;3550;BENDIGO                  ;N;                         ;    ;
V;FED;STRATHDOWNIE             ;3312;WANNON                   ;N;                         ;    ;
V;FED;STRATHEWEN               ;3099;MCEWEN                   ;N;                         ;    ;
V;FED;STRATHFIELDSAYE          ;3551;BENDIGO                  ;N;                         ;    ;
V;FED;STRATHKELLAR             ;3301;WANNON                   ;N;                         ;    ;
V;FED;STRATHLEA                ;3364;BENDIGO                  ;N;                         ;    ;
V;FED;STRATHLEA                ;3364;WANNON                   ;N;                         ;    ;
V;FED;STRATHMERTON             ;3641;MURRAY                   ;N;                         ;    ;
V;FED;STRATHMORE               ;3041;MARIBYRNONG              ;N;                         ;    ;
V;FED;STRATHMORE               ;3041;WILLS                    ;N;                         ;    ;
V;FED;STRATHMORE HEIGHTS       ;3041;WILLS                    ;N;                         ;    ;
V;FED;STREATHAM                ;3351;WANNON                   ;N;                         ;    ;
V;FED;STRZELECKI               ;3950;MCMILLAN                 ;N;                         ;    ;
V;FED;STUART MILL              ;3477;MALLEE                   ;N;                         ;    ;
V;FED;STUDFIELD                ;3152;ASTON                    ;Y;WANTIRNA SOUTH           ;3152;
V;FED;SUGARLOAF                ;3234;CORANGAMITE              ;N;                         ;    ;
V;FED;SUGARLOAF CREEK          ;3658;MCEWEN                   ;N;                         ;    ;
V;FED;SUGGAN BUGGAN            ;3885;GIPPSLAND                ;N;                         ;    ;
V;FED;SULKY                    ;3352;BALLARAT                 ;N;                         ;    ;
V;FED;SUMMERLANDS              ;3922;FLINDERS                 ;N;                         ;    ;
V;FED;SUMNER                   ;3057;WILLS                    ;Y;BRUNSWICK EAST           ;3057;
V;FED;SUNBURY                  ;3429;MCEWEN                   ;N;                         ;    ;
V;FED;SUNDAY CREEK             ;3658;MCEWEN                   ;N;                         ;    ;
V;FED;SUNDERLAND BAY           ;3922;FLINDERS                 ;N;                         ;    ;
V;FED;SUNNYCLIFFS              ;3496;MALLEE                   ;Y;RED CLIFFS               ;3496;
V;FED;SUNSET STRIP             ;3922;FLINDERS                 ;N;                         ;    ;
V;FED;SUNSHINE                 ;3020;GELLIBRAND               ;N;                         ;    ;
V;FED;SUNSHINE NORTH           ;3020;MARIBYRNONG              ;N;                         ;    ;
V;FED;SUNSHINE WEST            ;3020;GELLIBRAND               ;N;                         ;    ;
V;FED;SURF BEACH               ;3922;FLINDERS                 ;N;                         ;    ;
V;FED;SURREY HILLS             ;3127;CHISHOLM                 ;N;                         ;    ;
V;FED;SURREY HILLS             ;3127;KOOYONG                  ;N;                         ;    ;
V;FED;SUTHERLAND               ;3477;MALLEE                   ;N;                         ;    ;
V;FED;SUTHERLANDS CREEK        ;3331;CORANGAMITE              ;N;                         ;    ;
V;FED;SUTTON                   ;3530;MALLEE                   ;N;                         ;    ;
V;FED;SUTTON GRANGE            ;3448;BENDIGO                  ;N;                         ;    ;
V;FED;SWAN BAY                 ;3225;CORIO                    ;N;                         ;    ;
V;FED;SWAN HILL                ;3585;MALLEE                   ;N;                         ;    ;
V;FED;SWAN HILL WEST           ;3585;MALLEE                   ;N;                         ;    ;
V;FED;SWAN ISLAND              ;3225;CORANGAMITE              ;N;                         ;    ;
V;FED;SWAN MARSH               ;3249;CORANGAMITE              ;N;                         ;    ;
V;FED;SWAN REACH               ;3903;GIPPSLAND                ;N;                         ;    ;
V;FED;SWANPOOL                 ;3673;INDI                     ;N;                         ;    ;
V;FED;SWANWATER                ;3477;MALLEE                   ;N;                         ;    ;
V;FED;SWANWATER WEST           ;3480;MALLEE                   ;N;                         ;    ;
V;FED;SWIFTS CREEK             ;3896;GIPPSLAND                ;N;                         ;    ;
V;FED;SYDENHAM                 ;3037;CALWELL                  ;N;                         ;    ;
V;FED;SYLVATERRE               ;3575;MURRAY                   ;N;                         ;    ;
